Customer ID,Customer Age,Gender,Education,Marital Status,Income Category,Income Numeric,Snapshot Month,Month on Book,Credit_Limit,Utilization,FICO,external_bank_credit_card_max_util_greater_than_50,external_bank_credit_card_max_util_greater_than_90,Credit_Inquiries,Delinquency,Revolving_Bal,Total_Debt,Debt_to_Income_Ratio,Interchange Fee,Late_Fee_Revenue,Monthly_Interest_Revenue,Annual_Fee,Total Revenue,Delinquency_Weight,ECL Ratio,ECL,ECL MoM Charge,Profit,Cumulative Profit,MoM Cumulative Profit Change
133894,37,F,High School,Married,Less than $40k,32400.0,2019-12-31,1,8900,0.2039599978085485,740.0,0,0,1,0,0.0,0.0,0,36.304879609921635,0,0.0,0,36.304879609921635,0.05,0.06019799989042743,109.27405693900218,109.27405693900218,-72.96917732908054,-72.96917732908054,-72.96917732908054
133894,38,F,High School,Married,Less than $40k,32400.0,2020-01-31,2,8900,0.1929228956648952,741.0,0,0,1,0,0.0,0.0,0,34.34027542835135,0,0.0,0,34.34027542835135,0.05,0.059646144783244766,102.41325200479736,-6.860804934204822,41.20108036255617,-31.768096966524368,41.20108036255617
133894,38,F,High School,Married,Less than $40k,32400.0,2020-02-29,3,8900,0.23756695234322298,739.0,0,0,1,0,0.0,0.0,0,42.28691751709369,0,0.0,0,42.28691751709369,0.05,0.061878347617161156,130.83222908904722,28.41897708424986,13.867940432843831,-17.900156533680537,13.867940432843831
133894,38,F,High School,Married,Less than $40k,32400.0,2020-03-31,4,8900,0.23050719650146964,739.0,0,0,1,0,0.0,0.0,0,41.030280977261604,0,0.0,0,41.030280977261604,0.05,0.06152535982507348,126.22014004249436,-4.612089046552853,45.64237002381446,27.74221349013392,45.64237002381446
133894,38,F,High School,Married,Less than $40k,32400.0,2020-04-30,5,8900,0.2488703402136994,739.0,0,0,1,0,0.0,0.0,0,44.29892055803849,0,0.0,0,44.29892055803849,0.05,0.06244351701068497,138.30901997104291,12.08887992854855,32.21004062948994,59.95225411962386,32.21004062948994
133894,38,F,High School,Married,Less than $40k,32400.0,2020-05-31,6,8900,0.1903435083329881,741.0,0,0,1,0,0.0,0.0,0,33.88114448327188,0,0.0,0,33.88114448327188,0.05,0.05951717541664941,100.82550097638679,-37.48351899465612,71.364663477928,131.31691759755188,71.36466347792802
133894,38,F,High School,Married,Less than $40k,32400.0,2020-06-30,7,8900,0.2256886093427487,739.0,0,0,1,0,0.0,0.0,0,40.17257246300927,0,0.0,0,40.17257246300927,0.05,0.06128443046713744,123.09766118976658,22.27216021337979,17.900412249629476,149.21732984718136,17.900412249629483
133894,38,F,High School,Married,Less than $40k,32400.0,2020-07-31,8,8900,0.22726148848697458,739.0,0,0,1,0,0.0,0.0,0,40.45254495068148,0,0.0,0,40.45254495068148,0.05,0.06136307442434873,124.114626323149,1.0169651333824135,39.435579817299065,188.65290966448043,39.43557981729907
133894,38,F,High School,Married,Less than $40k,32400.0,2020-08-31,9,8900,0.23025976030197645,739.0,0,0,1,0,0.0,0.0,0,40.98623733375181,0,0.0,0,40.98623733375181,0.05,0.06151298801509883,126.05929629475357,1.9446699716045686,39.04156736214724,227.69447702662768,39.04156736214725
133894,38,F,High School,Married,Less than $40k,32400.0,2020-09-30,10,8900,0.24027464394326753,739.0,0,0,1,0,0.0,0.0,0,42.76888662190162,0,0.0,0,42.76888662190162,0.05,0.06201373219716338,132.61291406707252,6.553617772318958,36.215268849582664,263.90974587621037,36.215268849582685
133894,38,F,High School,Married,Less than $40k,32400.0,2020-10-31,11,8900,0.18740760278743263,741.0,0,0,1,0,0.0,0.0,0,33.35855329616301,0,0.0,0,33.35855329616301,0.05,0.05937038013937163,99.02549950463433,-33.5874145624382,66.94596785860121,330.85571373481156,66.9459678586012
133894,38,F,High School,Married,Less than $40k,32400.0,2020-11-30,12,8900,0.20934363924283805,740.0,0,0,1,0,0.0,0.0,0,37.26316778522517,0,0.0,100,137.26316778522516,0.05,0.0604671819621419,112.65993734775175,13.634437843117425,123.62872994210774,454.4844436769193,123.62872994210773
133894,38,F,High School,Married,Less than $40k,32400.0,2020-12-31,13,8900,0.20572211478913452,740.0,0,0,0,0,0.0,0.0,0,36.618536432465945,0,0.0,0,36.618536432465945,0.05,0.06028610573945673,110.37944796958952,-2.2804893781622297,38.899025810628174,493.3834694875475,38.89902581062819
133894,39,F,High School,Married,Less than $40k,32400.0,2021-01-31,14,8900,0.22219482002679544,740.0,0,0,0,0,0.0,0.0,0,39.55067796476959,0,0.0,0,39.55067796476959,0.05,0.06110974100133978,120.84658434272329,10.46713637313377,29.08354159163582,522.4670110791833,29.08354159163582
133894,39,F,High School,Married,Less than $40k,32400.0,2021-02-28,15,8900,0.23451549532476312,739.0,0,0,0,0,0.0,0.0,0,41.74375816780784,0,0.0,0,41.74375816780784,0.05,0.06172577476623816,128.83329072812106,7.986706385397767,33.75705178241007,556.2240628615933,33.75705178241003
133894,39,F,High School,Married,Less than $40k,32400.0,2021-03-31,16,8900,0.18610232752019185,741.0,0,0,0,0,0.0,0.0,0,33.12621429859415,0,0.0,0,33.12621429859415,0.05,0.059305116376009596,98.22769970373794,-30.605591024383116,63.731805322977266,619.9558681845706,63.731805322977266
133894,39,F,High School,Married,Less than $40k,32400.0,2021-04-30,17,8900,0.1796948377736539,741.0,0,0,0,0,0.0,0.0,0,31.985681123710393,0,0.0,0,31.985681123710393,0.05,0.0589847418886827,94.33335726078839,-3.894342442949551,35.88002356665994,655.8358917512305,35.88002356665993
133894,39,F,High School,Married,Less than $40k,32400.0,2021-05-31,18,8900,0.22593378848284332,739.0,0,0,0,0,0.0,0.0,0,40.216214349946114,0,0.0,0,40.216214349946114,0.05,0.06129668942414217,123.25604004116882,28.922682780380427,11.293531569565687,667.1294233207961,11.29353156956563
133894,39,F,High School,Married,Less than $40k,32400.0,2021-06-30,19,8900,0.2182536933463298,740.0,0,0,0,0,0.0,0.0,0,38.84915741564671,0,0.0,0,38.84915741564671,0.05,0.060912684667316495,118.32032376251139,-4.935716278657424,43.78487369430413,710.9142970151003,43.78487369430411
133894,39,F,High School,Married,Less than $40k,32400.0,2021-07-31,20,8900,0.18774982846307203,741.0,0,0,0,0,0.0,0.0,0,33.419469466426825,0,0.0,0,33.419469466426825,0.05,0.0593874914231536,99.23492281518834,-19.085400947323052,52.50487041374988,763.4191674288502,52.50487041374993
133894,39,F,High School,Married,Less than $40k,32400.0,2021-08-31,21,8900,0.246610738911673,739.0,0,0,0,0,0.0,0.0,0,43.8967115262778,0,0.0,0,43.8967115262778,0.05,0.06233053694558365,136.80527997891429,37.570357163725944,6.326354362551854,769.7455217914021,6.3263543625519105
133894,39,F,High School,Married,Less than $40k,32400.0,2021-09-30,22,8900,0.2025023432665342,740.0,0,0,0,0,0.0,0.0,0,36.04541710144309,0,0.0,0,36.04541710144309,0.05,0.06012511716332671,108.3617463212623,-28.443533657651983,64.48895075909508,834.2344725504972,64.48895075909513
133894,39,F,High School,Married,Less than $40k,32400.0,2021-10-31,23,8900,0.23362551756790056,739.0,0,0,0,0,0.0,0.0,0,41.5853421270863,0,0.0,0,41.5853421270863,0.05,0.06168127587839503,128.25184801191264,19.89010169065034,21.69524043643596,855.9297129869332,21.695240436435938
133894,39,F,High School,Married,Less than $40k,32400.0,2021-11-30,24,8900,0.18504390220378494,741.0,0,0,0,0,0.0,0.0,0,32.937814592273725,0,0.0,100,132.93781459227372,0.05,0.059252195110189254,97.58189083623206,-30.66995717568058,163.60777176795432,1019.5374847548875,163.60777176795432
133894,39,F,High School,Married,Less than $40k,32400.0,2021-12-31,25,8900,0.1978768388485562,741.0,0,0,0,0,0.0,0.0,0,35.222077315043,0,0.0,0,35.222077315043,0.05,0.05989384194242781,105.47927657955789,7.897385743325827,27.324691571717175,1046.8621763266046,27.324691571717153
133894,40,F,High School,Married,Less than $40k,32400.0,2022-01-31,26,8900,0.2226274936952511,740.0,0,0,0,0,0.0,0.0,0,39.627693877754695,0,0.0,0,39.627693877754695,0.05,0.061131374684762554,121.12477011670467,15.645493537146777,23.982200340607918,1070.8443766672126,23.98220034060796
133894,40,F,High School,Married,Less than $40k,32400.0,2022-02-28,27,8900,0.21493573229179955,740.0,0,0,0,0,0.0,0.0,0,38.25856034794032,0,0.0,0,38.25856034794032,0.05,0.06074678661458998,116.2042300818872,-4.9205400348174635,43.17910038275778,1114.0234770499703,43.179100382757724
133894,40,F,High School,Divorced,Less than $40k,32400.0,2022-03-31,28,8900,0.1361494206976244,740.0,0,0,1,0,0.0,0.0,0,24.234596884177144,0,0.0,0,24.234596884177144,0.05,0.05680747103488122,68.83530802699579,-47.368922054891414,71.60351893906855,1185.626995989039,71.60351893906864
133894,40,F,High School,Divorced,Less than $40k,32400.0,2022-04-30,29,8900,0.15881784690264084,740.0,0,0,1,0,0.0,0.0,0,28.26957674867007,0,0.0,0,28.26957674867007,0.05,0.05794089234513204,81.89822515185702,13.06291712486123,15.20665962380884,1200.833655612848,15.206659623808946
133894,40,F,High School,Divorced,Less than $40k,32400.0,2022-05-31,30,8900,0.18384182089146975,740.0,0,0,1,0,0.0,0.0,0,32.72384411868161,0,0.0,0,32.72384411868161,0.05,0.05919209104457349,96.84963802007167,14.951412868214646,17.772431250466965,1218.6060868633149,17.77243125046698
133894,40,F,High School,Divorced,Less than $40k,32400.0,2022-06-30,31,8900,0.20463461066276378,740.0,0,0,1,0,0.0,0.0,0,36.424960697971954,0,0.0,0,36.424960697971954,0.05,0.06023173053313819,109.69692087201979,12.847282851948123,23.577677846023832,1242.1837647093387,23.57767784602379
133894,40,F,High School,Divorced,Less than $40k,32400.0,2022-07-31,32,8900,0.22314954676920618,740.0,0,0,1,0,1688.1263213090447,1688.1263213090447,1,39.7206193249187,0,34.62065730617966,0,74.34127663109837,0.05,0.06115747733846031,121.4606438116662,11.763722939646414,62.57755369145195,1304.7613184007905,62.57755369145184
133894,40,F,High School,Divorced,Less than $40k,32400.0,2022-08-31,33,8900,0.5744585475222024,706.0,0,0,1,1,4345.778912005461,4345.778912005461,1,102.25362145895203,30,0.0,0,132.253621458952,0.15,0.17872292737611012,913.7533280976269,792.2926842859607,-660.0390628270087,644.7222555737818,-660.0390628270087
133894,40,F,High School,Divorced,Less than $40k,32400.0,2022-09-30,34,8900,0.6403267585581253,688.0,0,0,1,2,4844.071928492218,4844.071928492218,1,9.177642184599309,30,0.0,0,39.17764218459931,0.4,0.4320163379279063,2462.0214296547983,1548.2681015571716,-1509.0904593725722,-864.3682037987904,-1509.0904593725722
133894,40,F,High School,Divorced,Less than $40k,32400.0,2022-10-31,35,8900,0.7149715993553579,670.0,0,0,1,3,5408.760149123283,5408.760149123283,1,10.478860449568069,30,0.0,0,40.47886044956807,0.65,0.685748579967768,4363.587754879463,1901.566325224665,-1861.0874647750968,-2725.455668573887,-1861.0874647750966
133894,40,F,High School,Divorced,Less than $40k,32400.0,2022-11-30,36,8900,0.7809401800769,660.0,0,0,1,4,5408.760149123283,5408.760149123283,1,0.0,0,0.0,100,100.0,0.72,0.759047009003845,5275.6557402948265,912.0679854153632,-812.0679854153632,-3537.5236539892503,-812.0679854153632
133894,40,F,High School,Divorced,Less than $40k,32400.0,2022-12-31,37,8900,0.8494680687233238,642.0,0,0,1,5,5408.760149123283,5408.760149123283,1,0.0,0,0.0,0,0.0,0.8,0.8424734034361663,6369.322869212404,1093.6671289175774,-1093.6671289175774,-4631.190782906828,-1093.6671289175774
133894,41,F,High School,Divorced,Less than $40k,32400.0,2023-01-31,38,8900,0.9183999552870341,624.0,0,0,1,6,5408.760149123283,5408.760149123283,1,0.0,0,0.0,0,0.0,0.84,0.8859199977643517,7241.297088378562,871.974219166158,-871.974219166158,-5503.165002072986,-871.974219166158
133894,41,F,High School,Divorced,Less than $40k,32400.0,2023-02-28,39,8900,0.992447642510583,614.0,0,0,1,7,5408.760149123283,5408.760149123283,1,0.0,0,0.0,0,0.0,0.86,0.9,7949.50561650977,708.2085281312084,-708.2085281312084,-6211.373530204194,-708.2085281312084
133895,37,F,High School,Married,Less than $40k,32400.0,2019-12-31,1,9000,0.23799830165934283,739.0,0,0,1,0,0.0,0.0,0,42.83969429868171,0,0.0,0,42.83969429868171,0.05,0.06189991508296715,132.58867196343346,132.58867196343346,-89.74897766475175,-89.74897766475175,-89.74897766475175
