Customer ID,Customer Age,Gender,Education,Marital Status,Income Category,Income Numeric,Snapshot Month,Month on Book,Credit_Limit,Utilization,FICO,external_bank_credit_card_max_util_greater_than_50,external_bank_credit_card_max_util_greater_than_90,Credit_Inquiries,Delinquency,Revolving_Bal,Total_Debt,Debt_to_Income_Ratio,Interchange Fee,Late_Fee_Revenue,Monthly_Interest_Revenue,Annual_Fee,Total Revenue,GT90_Weight,GT50_Weight,ECL Ratio,ECL,ECL MoM Charge,Profit,Cumulative Profit,MoM Cumulative Profit Change
101709,40,M,College,Single,$120k+,189000,2020-12-31,1,16300,0.34662704319514037,755.0,0,0,1,0,0.0,38600.731946239546,0.059425698802154314,113.00041608161577,0,0.0,0,113.00041608161577,0.0,0.0,0.05,282.5010402040394,282.5010402040394,-169.50062412242363,-169.50062412242363,-169.50062412242363
101709,41,M,College,Single,$120k+,189000,2021-01-31,2,16300,0.33100600176109557,755.0,0,0,1,0,0.0,37664.77719010562,0.059425698802154314,107.90795657411716,0,0.0,0,107.90795657411716,0.0,0.0,0.05,269.7698914352929,-12.731148768746493,120.63910534286366,-48.86151877955997,120.63910534286366
101709,41,M,College,Single,$120k+,189000,2021-02-28,3,16300,0.319882560764134,756.0,0,0,1,0,0.0,36728.82243397168,0.059425698802154314,104.2817148091077,0,0.0,0,104.2817148091077,0.0,0.0,0.05,260.7042870227692,-9.065604412523669,113.34731922163137,64.4858004420714,113.34731922163137
101709,41,M,College,Single,$120k+,189000,2021-03-31,4,16300,0.2841078503940097,757.0,0,0,1,0,0.0,35792.867677837756,0.059425698802154314,92.61915922844717,0,0.0,0,92.61915922844717,0.0,0.0,0.05,231.5478980711179,-29.15638895165131,121.77554818009848,186.26134862216986,121.77554818009847
101709,41,M,College,Single,$120k+,189000,2021-04-30,5,16300,0.29594469117361866,757.0,0,0,1,0,0.0,34856.91292170383,0.059425698802154314,96.47796932259968,0,0.0,0,96.47796932259968,0.0,0.0,0.05,241.1949233064992,9.647025235381278,86.8309440872184,273.0922927093883,86.83094408721843
101709,41,M,College,Single,$120k+,189000,2021-05-31,6,16300,0.32525086290117683,755.0,0,0,1,0,0.0,33920.95816556989,0.059425698802154314,106.03178130578364,0,0.0,0,106.03178130578364,0.0,0.0,0.05,265.0794532644591,23.884529957959927,82.14725134782371,355.239544057212,82.14725134782373
101709,41,M,College,Single,$120k+,189000,2021-06-30,7,16300,0.3044221116249436,756.0,0,0,1,0,0.0,32985.003409435965,0.059425698802154314,99.24160838973161,0,0.0,0,99.24160838973161,0.0,0.0,0.05,248.10402097432902,-16.9754322901301,116.21704067986171,471.45658473707374,116.21704067986173
101709,41,M,College,Single,$120k+,189000,2021-07-31,8,16300,0.34220515838984994,755.0,0,0,1,0,0.0,32049.048653302034,0.059425698802154314,111.55888163509108,0,0.0,0,111.55888163509108,0.0,0.0,0.05,278.8972040877277,30.79318311339867,80.76569852169241,552.2222832587662,80.76569852169246
101709,41,M,College,Single,$120k+,189000,2021-08-31,9,16300,0.30709978888338846,756.0,0,0,1,0,0.0,31113.093897168103,0.059425698802154314,100.11453117598464,0,0.0,0,100.11453117598464,0.0,0.0,0.05,250.28632793996158,-28.610876147766106,128.72540732375074,680.947690582517,128.7254073237508
101709,41,M,College,Single,$120k+,189000,2021-09-30,10,16300,0.3379484168609522,755.0,0,0,1,0,0.0,30177.13914103417,0.059425698802154314,110.17118389667043,0,0.0,0,110.17118389667043,0.0,0.0,0.05,275.4279597416761,25.14163180171451,85.02955209495592,765.9772426774729,85.02955209495587
101709,41,M,College,Single,$120k+,189000,2021-10-31,11,16300,0.29778489439928724,757.0,0,0,1,0,0.0,29241.18438490024,0.059425698802154314,97.07787557416765,0,0.0,0,97.07787557416765,0.0,0.0,0.05,242.6946889354191,-32.733270806256996,129.81114638042465,895.7883890578976,129.8111463804247
101709,41,M,College,Single,$120k+,189000,2021-11-30,12,16300,0.3497084857877475,755.0,0,0,1,0,0.0,28305.229628766312,0.059425698802154314,114.00496636680568,0,0.0,100,214.00496636680566,0.0,0.0,0.05,285.0124159170142,42.317726981595115,171.68723938521055,1067.4756284431082,171.68723938521066
101709,41,M,College,Single,$120k+,189000,2021-12-31,13,16300,0.3477993494858664,755.0,0,0,0,0,0.0,27369.27487263238,0.059425698802154314,113.38258793239244,0,0.0,0,113.38258793239244,0.0,0.0,0.05,283.4564698309811,-1.5559460860330887,114.93853401842553,1182.4141624615338,114.93853401842557
101709,42,M,College,Single,$120k+,189000,2022-01-31,14,16300,0.28203734447374446,757.0,0,0,0,0,0.0,26433.32011649845,0.059425698802154314,91.94417429844069,0,0.0,0,91.94417429844069,0.0,0.0,0.05,229.86043574610173,-53.59603408487939,145.54020838332008,1327.9543708448539,145.54020838332008
101709,42,M,College,Single,$120k+,189000,2022-02-28,15,16300,0.28450101228440283,757.0,0,0,0,0,0.0,25497.36536036452,0.059425698802154314,92.74733000471534,0,0.0,0,92.74733000471534,0.0,0.0,0.05,231.8683250117883,2.007889265686572,90.73944073902877,1418.6938115838827,90.73944073902885
101709,42,M,College,Single,$120k+,189000,2022-03-31,16,16300,0.2904534346953897,757.0,0,0,0,0,0.0,24561.41060423059,0.059425698802154314,94.68781971069704,0,0.0,0,94.68781971069704,0.0,0.0,0.05,236.7195492767426,4.851224264954311,89.83659544574273,1508.5304070296254,89.83659544574266
101709,42,M,College,Single,$120k+,189000,2022-04-30,17,16300,0.34029687602550585,755.0,0,0,0,0,0.0,23625.45584809666,0.059425698802154314,110.9367815843149,0,0.0,0,110.9367815843149,0.0,0.0,0.05,277.34195396078724,40.622404684044625,70.31437690027028,1578.8447839298956,70.31437690027019
101709,42,M,College,Single,$120k+,189000,2022-05-31,18,16300,0.28962315154585366,757.0,0,0,0,0,0.0,22689.501091962728,0.059425698802154314,94.41714740394829,0,0.0,0,94.41714740394829,0.0,0.0,0.05,236.04286850987074,-41.29908545091649,135.71623285486478,1714.5610167847603,135.71623285486476
101709,42,M,College,Single,$120k+,189000,2022-06-30,19,16300,0.33603102668005824,755.0,0,0,0,0,0.0,21753.546335828796,0.059425698802154314,109.546114697699,0,0.0,0,109.546114697699,0.0,0.0,0.05,273.86528674424744,37.8224182343767,71.7236964633223,1786.2847132480827,71.72369646332231
101709,42,M,College,Single,$120k+,189000,2022-07-31,20,16300,0.3207464875571465,756.0,0,0,0,0,0.0,20817.59157969487,0.059425698802154314,104.56335494362976,0,0.0,0,104.56335494362976,0.0,0.0,0.05,261.4083873590744,-12.456899385173017,117.02025432880278,1903.3049675768855,117.02025432880282
101709,42,M,College,Single,$120k+,189000,2022-08-31,21,16300,0.3255828931035579,755.0,0,0,0,0,0.0,19881.636823560937,0.059425698802154314,106.14002315175989,0,0.0,0,106.14002315175989,0.0,0.0,0.05,265.3500578793997,3.9416705203252604,102.19835263143463,2005.50332020832,102.19835263143455
101709,42,M,College,Single,$120k+,189000,2022-09-30,22,16300,0.2851061996657367,757.0,0,0,0,0,0.0,18945.682067427006,0.059425698802154314,92.94462109103017,0,0.0,0,92.94462109103017,0.0,0.0,0.05,232.3615527275754,-32.988505151824285,125.93312624285446,2131.4364464511746,125.93312624285454
101709,42,M,College,Single,$120k+,189000,2022-10-31,23,16300,0.3468658415431306,755.0,0,0,0,0,0.0,18009.727311293078,0.059425698802154314,113.07826434306058,0,0.0,0,113.07826434306058,0.0,0.0,0.05,282.69566085765143,50.33410813007603,62.74415621298455,2194.1806026641593,62.74415621298476
101709,42,M,College,Single,$120k+,189000,2022-11-30,24,16300,0.3337231960509307,755.0,0,0,0,0,0.0,17073.772555159147,0.059425698802154314,108.7937619126034,0,0.0,100,208.7937619126034,0.0,0.0,0.05,271.98440478150854,-10.711256076142888,219.5050179887463,2413.6856206529055,219.5050179887462
101709,42,M,College,Single,$120k+,189000,2022-12-31,25,16300,0.30511840106351784,756.0,0,0,0,0,0.0,16137.817799025215,0.059425698802154314,99.46859874670682,0,0.0,0,99.46859874670682,0.0,0.0,0.05,248.67149686676703,-23.312907914741515,122.78150666144833,2536.467127314354,122.78150666144847
101709,43,M,College,Single,$120k+,189000,2023-01-31,26,16300,0.3067495129069714,756.0,0,0,0,0,0.0,15201.863042891284,0.059425698802154314,100.00034120767269,0,0.0,0,100.00034120767269,0.0,0.0,0.05,250.00085301918168,1.3293561524146469,98.67098505525804,2635.138112369612,98.67098505525792
101709,43,M,College,Single,$120k+,189000,2023-02-28,27,16300,0.32402718574469125,756.0,0,0,0,0,0.0,14265.908286757352,0.059425698802154314,105.63286255276935,0,0.0,0,105.63286255276935,0.0,0.0,0.05,264.08215638192337,14.081303362741693,91.55155919002766,2726.6896715596395,91.55155919002755
101709,43,M,College,Single,$120k+,189000,2023-03-31,28,16300,0.3486617409686104,755.0,0,0,0,0,0.0,13329.953530623425,0.059425698802154314,113.663727555767,0,0.0,0,113.663727555767,0.0,0.0,0.05,284.1593188894175,20.07716250749411,93.58656504827289,2820.2762366079123,93.58656504827286
101709,43,M,College,Single,$120k+,189000,2023-04-30,29,16300,0.312220134569371,756.0,0,0,0,0,0.0,12393.998774489493,0.059425698802154314,101.78376386961494,0,0.0,0,101.78376386961494,0.0,0.0,0.05,254.45940967403735,-29.69990921538013,131.48367308499508,2951.7599096929075,131.4836730849952
101709,43,M,College,Single,$120k+,189000,2023-05-31,30,16300,0.32870230790289817,755.0,0,0,0,0,0.0,11458.044018355562,0.059425698802154314,107.1569523763448,0,0.0,0,107.1569523763448,0.0,0.0,0.05,267.892380940862,13.432971266824637,93.72398110952017,3045.4838908024276,93.72398110952008
101709,43,M,College,Single,$120k+,189000,2023-06-30,31,16300,0.30656352832694644,756.0,0,0,0,0,0.0,10522.089262221634,0.059425698802154314,99.93971023458455,0,0.0,0,99.93971023458455,0.0,0.0,0.05,249.84927558646135,-18.043105354400637,117.98281558898519,3163.4667063914126,117.98281558898498
101709,43,M,College,Single,$120k+,189000,2023-07-31,32,16300,0.2893313343794314,757.0,0,0,0,0,0.0,9586.134506087703,0.059425698802154314,94.32201500769465,0,0.0,0,94.32201500769465,0.0,0.0,0.05,235.8050375192366,-14.04423806722474,108.36625307491938,3271.832959466332,108.36625307491931
101709,43,M,College,Single,$120k+,189000,2023-08-31,33,16300,0.2828336896992513,757.0,0,0,0,0,0.0,8650.179749953772,0.059425698802154314,92.20378284195593,0,0.0,0,92.20378284195593,0.0,0.0,0.05,230.50945710488983,-5.295580414346773,97.4993632563027,3369.3323227226347,97.49936325630279
101709,43,M,College,Single,$120k+,189000,2023-09-30,34,16300,0.2891888029915286,757.0,0,0,0,0,0.0,7714.22499381984,0.059425698802154314,94.27554977523833,0,0.0,0,94.27554977523833,0.0,0.0,0.05,235.6888744380958,5.179417333205976,89.09613244203236,3458.428455164667,89.09613244203229
101709,43,M,College,Single,$120k+,189000,2023-10-31,35,16300,0.34053073570966336,755.0,0,0,0,0,0.0,6778.270237685909,0.059425698802154314,111.01301984135026,0,0.0,0,111.01301984135026,0.0,0.0,0.05,277.5325496033756,41.84367516527982,69.16934467607044,3527.5977998407375,69.16934467607052
101709,43,M,College,Single,$120k+,189000,2023-11-30,36,16300,0.29565806036961684,757.0,0,0,0,0,0.0,5842.315481551981,0.059425698802154314,96.38452768049508,0,0.0,100,196.38452768049507,0.0,0.0,0.05,240.96131920123773,-36.5712304021379,232.95575808263297,3760.5535579233706,232.9557580826331
101709,43,M,College,Single,$120k+,189000,2023-12-31,37,16300,0.30503490209520145,756.0,0,0,0,0,0.0,4906.360725418046,0.059425698802154314,99.44137808303567,0,0.0,0,99.44137808303567,0.0,0.0,0.05,248.60344520758917,7.642126006351447,91.79925207668423,3852.352810000055,91.7992520766843
101709,44,M,College,Single,Less than $40k,0,2024-01-31,38,16300,0.21227110703871632,760.0,2,1,1,0,3114.0171402579685,11134.395005933984,8.4,3.4600190447310766,0,63.86330151812384,0,67.32332056285492,0.1,0.25,0.65,2249.0123790751995,2000.4089338676104,-1933.0856133047555,1919.2671966952994,-1933.0856133047555
101709,44,M,College,Single,Less than $40k,0,2024-02-29,39,16300,0.21056985692556487,760.0,2,1,1,0,3089.059801098037,10148.525571480193,8.600000000000001,3.4322886678867075,0,63.35146808751891,0,66.78375675540562,0.1,0.25,0.65,2230.98763412636,-18.024744948839725,84.80850170424534,2004.0756983995448,84.80850170424537
101709,44,M,College,Single,Less than $40k,0,2024-03-31,40,16300,0.6126472409367983,728.0,2,1,1,0,8987.53502454283,21009.521262235852,8.8,9.986150027269813,0,184.31936412833255,0,194.30551415560237,0.1,0.25,0.65,6490.997517725378,4260.009883599018,-4065.704369443416,-2061.6286710438712,-4065.704369443416
101709,44,M,College,Single,Less than $40k,0,2024-04-30,41,16300,0.8167680808101435,712.0,2,1,1,0,11981.987745484805,26062.471947985865,9.0,13.31331971720534,0,245.73059868031754,0,259.0439183975229,0.1,0.25,0.65,8653.657816183471,2162.660298458093,-1903.6163800605702,-3965.2450511044417,-1903.6163800605705
101709,44,M,College,Single,Less than $40k,0,2024-05-31,42,16300,0.987211170212162,704.0,2,2,1,0,16091.54207445824,33345.62584979881,9.200000000000001,16.091542074458243,0,330.0107087103477,0,346.10225078480596,0.15,0.25,0.8500000000000001,13677.810763289506,5024.152947106035,-4678.050696321229,-8643.295747425671,-4678.050696321229
101709,44,M,College,Single,Less than $40k,0,2024-06-30,43,16300,0.9944542995688385,704.0,2,2,1,0,16209.605082972066,32645.797110692532,9.4,16.209605082972068,0,332.43198424328546,0,348.64158932625753,0.15,0.25,0.8500000000000001,13778.164320526259,100.35355723675275,248.28803208950478,-8395.007715336165,248.28803208950558
101709,44,M,College,Single,Less than $40k,0,2024-07-31,44,16300,0.9885844104840976,704.0,2,2,1,0,16113.92589089079,31518.483970396046,9.6,16.11392589089079,0,330.46976347901864,0,346.58368936990945,0.15,0.25,0.8500000000000001,13696.837007257174,-81.3273132690847,427.91100263899415,-7967.096712697171,427.91100263899443
101709,44,M,College,Single,Less than $40k,0,2024-08-31,45,16300,0.98753722792344,704.0,2,2,1,0,16096.856815152072,30548.39106278468,9.8,16.096856815152073,0,330.1197051840771,0,346.21656199922916,0.15,0.25,0.8500000000000001,13682.328292879263,-14.50871437791102,360.7252763771402,-7606.371436320031,360.7252763771403
101709,44,M,College,Single,Less than $40k,0,2024-09-30,46,16300,0.9908625987679693,704.0,2,2,1,0,16151.0603599179,29720.84339618241,10.0,16.151060359917903,0,331.2313295479829,0,347.3823899079008,0.15,0.25,0.8500000000000001,13728.401305930218,46.073013050954614,301.3093768569462,-7305.062059463085,301.3093768569461
101709,44,M,College,Single,Less than $40k,0,2024-10-31,47,16300,0.9888574884077495,704.0,2,2,1,0,16118.377061046316,28719.522042305307,10.200000000000001,16.118377061046317,0,330.5610495602915,0,346.6794266213378,0.15,0.25,0.8500000000000001,13700.62050188937,-27.780804040847215,374.46023066218504,-6930.6018288009,374.4602306621846
101710,40,M,College,Single,$120k+,189000,2020-12-31,1,15000,0.28581157141812924,757.0,0,0,1,0,0.0,38604.24443873121,0.06197285126546464,85.74347142543877,0,0.0,0,85.74347142543877,0.0,0.0,0.05,214.35867856359692,214.35867856359692,-128.61520713815815,-128.61520713815815,-128.61520713815815
101710,41,M,College,Single,$120k+,189000,2021-01-31,2,15000,0.3062901030789704,756.0,0,0,1,0,0.0,37628.17203130014,0.06197285126546464,91.88703092369113,0,0.0,0,91.88703092369113,0.0,0.0,0.05,229.7175773092278,15.358898745630881,76.52813217806025,-52.08707496009791,76.52813217806025
101710,41,M,College,Single,$120k+,189000,2021-02-28,3,15000,0.30800272895440167,756.0,0,0,1,0,0.0,36652.09962386908,0.06197285126546464,92.4008186863205,0,0.0,0,92.4008186863205,0.0,0.0,0.05,231.00204671580124,1.284469406573436,91.11634927974707,39.02927431964916,91.11634927974707
101710,41,M,College,Single,$120k+,189000,2021-03-31,4,15000,0.3170258993725354,756.0,0,0,1,0,0.0,35676.02721643801,0.06197285126546464,95.1077698117606,0,0.0,0,95.1077698117606,0.0,0.0,0.05,237.76942452940153,6.767377813600291,88.34039199816031,127.36966631780948,88.34039199816031
101710,41,M,College,Single,$120k+,189000,2021-04-30,5,15000,0.3328751434336723,755.0,0,0,1,0,0.0,34699.954809006944,0.06197285126546464,99.8625430301017,0,0.0,0,99.8625430301017,0.0,0.0,0.05,249.65635757525422,11.886933045852686,87.97560998424902,215.3452763020585,87.97560998424902
101710,41,M,College,Single,$120k+,189000,2021-05-31,6,15000,0.31647650490562906,756.0,0,0,1,0,0.0,33723.88240157587,0.06197285126546464,94.94295147168872,0,0.0,0,94.94295147168872,0.0,0.0,0.05,237.3573786792218,-12.298978896032423,107.24193036772114,322.5872066697796,107.24193036772112
101710,41,M,College,Single,$120k+,189000,2021-06-30,7,15000,0.31313555573875734,756.0,0,0,1,0,0.0,32747.809994144805,0.06197285126546464,93.94066672162721,0,0.0,0,93.94066672162721,0.0,0.0,0.05,234.851666804068,-2.505711875153793,96.446378596781,419.03358526656064,96.44637859678102
101710,41,M,College,Single,$120k+,189000,2021-07-31,8,15000,0.284454984738844,757.0,0,0,1,0,0.0,31771.737586713738,0.06197285126546464,85.3364954216532,0,0.0,0,85.3364954216532,0.0,0.0,0.05,213.341238554133,-21.51042824993499,106.84692367158819,525.8805089381489,106.84692367158823
101710,41,M,College,Single,$120k+,189000,2021-08-31,9,15000,0.28547297476992234,757.0,0,0,1,0,0.0,30795.665179282667,0.06197285126546464,85.6418924309767,0,0.0,0,85.6418924309767,0.0,0.0,0.05,214.10473107744176,0.7634925233087415,84.87839990766795,610.7589088458168,84.87839990766793
101710,41,M,College,Single,$120k+,189000,2021-09-30,10,15000,0.3025541830767926,756.0,0,0,1,0,0.0,29819.592771851603,0.06197285126546464,90.76625492303778,0,0.0,0,90.76625492303778,0.0,0.0,0.05,226.91563730759447,12.81090623015271,77.95534869288507,688.7142575387019,77.95534869288508
101710,41,M,College,Single,$120k+,189000,2021-10-31,11,15000,0.2947236044109242,757.0,0,0,1,0,0.0,28843.520364420532,0.06197285126546464,88.41708132327727,0,0.0,0,88.41708132327727,0.0,0.0,0.05,221.04270330819315,-5.872933999401312,94.29001532267858,783.0042728613805,94.29001532267864
101710,41,M,College,Single,$120k+,189000,2021-11-30,12,15000,0.3029400092009265,756.0,0,0,1,0,0.0,27867.447956989465,0.06197285126546464,90.88200276027796,0,0.0,100,190.88200276027794,0.0,0.0,0.05,227.20500690069488,6.162303592501729,184.7196991677762,967.7239720291567,184.71969916777618
101710,41,M,College,Single,$120k+,189000,2021-12-31,13,15000,0.3161730891719091,756.0,0,0,0,0,0.0,26891.375549558397,0.06197285126546464,94.85192675157273,0,0.0,0,94.85192675157273,0.0,0.0,0.05,237.12981687893185,9.924809978236965,84.92711677333577,1052.6510888024925,84.9271167733358
101710,42,M,College,Single,$120k+,189000,2022-01-31,14,15000,0.3103702514958022,756.0,0,0,0,0,0.0,25915.303142127326,0.06197285126546464,93.11107544874066,0,0.0,0,93.11107544874066,0.0,0.0,0.05,232.77768862185167,-4.352128257080182,97.46320370582085,1150.1142925083134,97.46320370582089
101710,42,M,College,Single,$120k+,189000,2022-02-28,15,15000,0.33125934076940217,755.0,0,0,0,0,0.0,24939.230734696263,0.06197285126546464,99.37780223082065,0,0.0,0,99.37780223082065,0.0,0.0,0.05,248.44450557705161,15.666816955199948,83.7109852756207,1233.825277783934,83.71098527562071
101710,42,M,College,Single,$120k+,189000,2022-03-31,16,15000,0.34680194874743997,755.0,0,0,0,0,0.0,23963.15832726519,0.06197285126546464,104.040584624232,0,0.0,0,104.040584624232,0.0,0.0,0.05,260.10146156058,11.656955983528377,92.38362864070362,1326.2089064246377,92.38362864070359
101710,42,M,College,Single,$120k+,189000,2022-04-30,17,15000,0.30141117214390306,756.0,0,0,0,0,0.0,22987.085919834124,0.06197285126546464,90.42335164317092,0,0.0,0,90.42335164317092,0.0,0.0,0.05,226.0583791079273,-34.0430824526527,124.46643409582362,1450.6753405204613,124.46643409582362
101710,42,M,College,Single,$120k+,189000,2022-05-31,18,15000,0.3356985390976693,755.0,0,0,0,0,0.0,22011.013512403057,0.06197285126546464,100.70956172930079,0,0.0,0,100.70956172930079,0.0,0.0,0.05,251.77390432325197,25.715525215324675,74.99403651397611,1525.6693770344375,74.9940365139762
101710,42,M,College,Single,$120k+,189000,2022-06-30,19,15000,0.32843847831444245,755.0,0,0,0,0,0.0,21034.94110497199,0.06197285126546464,98.53154349433272,0,0.0,0,98.53154349433272,0.0,0.0,0.05,246.32885873583183,-5.4450455874201396,103.97658908175286,1629.6459661161903,103.97658908175276
101710,42,M,College,Single,$120k+,189000,2022-07-31,20,15000,0.3364259322063915,755.0,0,0,0,0,0.0,20058.86869754092,0.06197285126546464,100.92777966191746,0,0.0,0,100.92777966191746,0.0,0.0,0.05,252.31944915479363,5.990590418961801,94.93718924295565,1724.5831553591458,94.93718924295558
101710,42,M,College,Single,$120k+,189000,2022-08-31,21,15000,0.30780212629121245,756.0,0,0,0,0,0.0,19082.79629010985,0.06197285126546464,92.34063788736374,0,0.0,0,92.34063788736374,0.0,0.0,0.05,230.85159471840933,-21.4678544363843,113.80849232374804,1838.3916476828938,113.80849232374794
