Customer ID,Customer Age,Gender,Education,Marital Status,Income Category,Income Numeric,Snapshot Month,Month on Book,Credit_Limit,Utilization,FICO,external_bank_credit_card_max_util_greater_than_50,external_bank_credit_card_max_util_greater_than_90,Credit_Inquiries,Delinquency,Revolving_Bal,Total_Debt,Debt_to_Income_Ratio,Interchange Fee,Late_Fee_Revenue,Monthly_Interest_Revenue,Annual_Fee,Total Revenue,Delinquency_Weight,ECL Ratio,ECL,ECL MoM Charge,Profit,Cumulative Profit,MoM Cumulative Profit Change
100872,21,M,High School,Single,$40k - $60k,46000,2016-03-31,1,6100,0.20779342855175784,690.0,1,0,1,0,1068.2520561734113,31407.501646464614,0.6990420220063231,25.350798283314457,0,21.908069252023044,0,47.2588675353375,0.05,0.05236138945042039,66.37015108958384,66.37015108958384,-19.11128355424634,-19.11128355424634,-19.11128355424634
100872,21,M,High School,Single,$40k - $60k,46000,2016-04-30,2,6100,0.17242057782635853,692.0,1,0,1,0,886.4026070186184,30598.08215278024,0.6133812450672222,21.03531049481574,0,18.178640132273497,0,39.21395062708923,0.05,0.051992745867678096,54.68417764023284,-11.685973449351003,50.899924076440236,31.788640522193894,50.899924076440236
100872,21,M,High School,Single,$40k - $60k,46000,2016-05-31,3,6100,0.20844245638107903,690.0,1,0,1,0,1071.5886646408605,30159.034774340347,0.7117861599215943,25.42997967849164,0,21.976497530676316,0,47.40647720916796,0.05,0.052379325810970226,66.60025954730328,11.916081907070442,35.49039530209752,67.27903582429141,35.49039530209752
100872,21,M,High School,Single,$40k - $60k,46000,2016-06-30,4,6100,0.20110878468514343,690.0,1,0,1,0,1033.8867511439544,29644.583568906644,0.6790032470461541,24.5352717315875,0,21.203294121377265,0,45.73856585296477,0.05,0.0522878735245273,64.14485925955785,-2.4554002877454337,48.1939661407102,115.47300196500161,48.1939661407102
100872,21,M,High School,Single,$40k - $60k,46000,2016-07-31,5,6100,0.19171691466005744,691.0,1,0,1,0,985.6037783110934,29033.56641780722,0.655246186676932,23.38946358852701,0,20.213090820196673,0,43.602554408723684,0.05,0.05218898150395739,61.033614130456044,-3.1112451291018033,46.71379953782549,162.1868015028271,46.713799537825494
100872,21,M,High School,Single,$40k - $60k,46000,2016-08-31,6,6100,0.21632601022171782,690.0,1,0,1,0,1112.1174853014163,28675.57668068844,0.7208360418613383,26.391773247049574,0,22.80767609438988,0,49.199449341439454,0.05,0.05245144412363508,69.2143309895634,8.18071685910735,41.018732482332105,203.2055339851592,41.0187324823321
100872,21,M,High School,Single,$40k - $60k,46000,2016-09-30,7,6100,0.229694715391361,689.0,1,0,1,1,1180.8451004400742,28455.042173846974,0.7694818262696044,28.022755277746043,30,0.0,0,58.02275527774604,0.15,0.1526070395494005,213.82348614770808,144.6091551581447,-86.58639988039864,116.61913410476056,-86.58639988039864
100872,21,M,High School,Single,$40k - $60k,46000,2016-10-31,8,6100,0.2279220983116056,689.0,1,0,1,0,1171.7321951212944,28216.28185636795,0.7508352502089795,27.806495994015883,0,24.030274434945877,0,51.836770428961756,0.05,0.052574212036701824,73.09523081935454,-140.72825532835355,192.5650257573153,309.1841598620759,192.5650257573153
100872,21,M,High School,Single,$40k - $60k,46000,2016-11-30,9,6100,0.22328250041403097,690.0,1,0,1,0,1147.8803340280672,27929.81781670247,0.7399661913295806,27.24046505051178,0,23.54111251702561,0,50.78157756753739,0.05,0.05252622619464183,71.54194144452086,-1.5532893748336818,52.33486694237107,361.519026804447,52.33486694237109
100872,21,M,High School,Single,$40k - $60k,46000,2016-12-31,10,6100,0.21355725717106466,690.0,1,0,1,0,1097.8835118788163,27543.36013273849,0.7126989490074243,26.05398537486989,0,22.51576102278139,0,48.56974639765128,0.05,0.052421157006375944,68.28900289889386,-3.2529385456270035,51.82268494327828,413.34171174772524,51.82268494327826
100872,22,M,High School,Single,$40k - $60k,46000,2017-01-31,11,6100,0.2250281311596489,689.0,1,0,1,0,1156.8545044160467,27274.84443384897,0.75555458971315,27.453432001477168,0,23.725157794732425,0,51.17858979620959,0.05,0.052555779638990344,72.14182613018198,3.852823231288127,47.325766564921466,460.6674783126467,47.32576656492148
100872,22,M,High School,Single,$40k - $60k,46000,2017-02-28,12,6100,0.20836374155979986,690.0,1,0,1,0,1071.183997032896,26834.987720193152,0.7044387718305161,25.420376470295583,0,21.968198472482978,100,147.38857494277858,0.05,0.052371348704308915,66.56497001603297,-5.57685611414901,152.96543105692757,613.6329093695742,152.9654310569275
100872,22,M,High School,Single,$40k - $60k,46000,2017-03-31,13,6100,0.2197421352999887,690.0,2,1,3,0,1129.6795548261484,27641.801676949985,1.029650854137509,26.808540506598625,0,23.16784487022626,0,49.97638537682489,0.05,0.05278758793653742,70.75790947211502,4.192939456082044,45.78344592074284,659.416355290317,45.78344592074279
100872,22,M,High School,Single,$40k - $60k,46000,2017-04-30,14,6100,0.3176606269780857,685.0,2,1,3,0,1633.071942167559,29958.79279573105,1.4154075089232918,38.75459649132646,0,33.491583747286356,0,72.24618023861282,0.05,0.05395669252474798,104.55349234015894,33.79558286804392,38.4505973705689,697.8669526608859,38.45059737056886
100872,22,M,High School,Single,$40k - $60k,46000,2017-05-31,15,6100,0.4190545403540894,680.0,2,1,3,0,2154.3312389715743,33839.56180492416,1.8312836237010892,51.124653923198906,0,44.18174315924204,0,95.30639708244095,0.05,0.05518371994653381,141.06242922306348,36.508936882904536,58.79746019953642,756.6644128604223,58.79746019953643
